0
0
0
0
0
31,2073
16,7547
16,7612
32,9321
39,5437
8,4352
6,1148
24,1156
7,99579
14,4946
101,278
108,7
101,091
108,008
126,586
45,7953
34,0031
41,8026
36,261
32,1802
306,705
322,327
374,713
334,788
204,377
51,7527
43,521
31,2426
48,5136
33,8985
287,896
507,408
450,961
453,5
365,643
47,2064
49,4725
62,2131
81,3452
53,8725
409,852
455,28
430,669
517,268
503,611
